# # # # # # # # # # # # # # # # # # # # # # # #
дополнительно
# # # # # # # # # # # # # # # # # # # # # # # #
Асфальт 60
# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer
Axis: XYZ
Size: 4096
Y-axis: g
Sampling rate: 99.418 Hz
FFT Size: 64
Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #
X;Y;Z
0.2023773193;-0.0033264160;-1.0196990967
0.0700073242;-0.0005187988;-0.9514007568
0.0368957520;-0.0033416748;-0.9874877930
0.1246185303;-0.1580810547;-0.9672393799
0.1579589844;0.1075134277;-0.9347229004
0.1394348145;0.0443115234;-1.0000762939
0.1506805420;-0.0872955322;-1.0629425049
0.0585327148;0.0048217773;-1.0889282227
0.0687255859;-0.0220336914;-0.9835205078
0.0707855225;0.0097045898;-0.9965209961
0.1345062256;-0.0485687256;-0.9763793945
0.0977325439;-0.0592041016;-0.9412841797
0.1735076904;-0.0153198242;-1.0388946533
0.1737213135;-0.0471343994;-1.0218963623
0.0872955322;-0.0544586182;-1.0433807373
