# # # # # # # # # # # # # # # # # # # # # # # #
грунт
# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer, Axis: XYZ, Size: 4096, Y-axis: g, Sampling rate: 99.418 Hz, FFT Size: 64, Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer
Axis: XYZ
Size: 4096
Y-axis: g
Sampling rate: 99.418 Hz
FFT Size: 64
Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #
X;Y;Z
0.1251220703;0.0335693359;-0.8506469727
-0.0700225830;0.2467193604;-1.1004638672
-0.0252075195;0.0019378662;-0.9721069336
-0.1312866211;0.2036590576;-0.8593139648
0.0149383545;0.0714721680;-0.8347320557
0.3622283936;0.2985534668;-0.8363952637
0.2507019043;0.1022338867;-0.7503662109
0.0455017090;0.1914825439;-0.9366607666
-0.1374206543;0.3199920654;-0.9909057617
0.0924224854;0.3843536377;-0.9971008301
0.2563171387;0.2208404541;-0.9220123291
0.3484649658;0.3438110352;-0.8322601318
0.1816711426;0.0375213623;-0.7391662598
-0.1810607910;0.2497711182;-0.8600769043
-0.1407470703;0.1202087402;-0.9606781006
0.2870178223;0.0804901123;-0.8696136475
0.3643951416;-0.0528259277;-0.7100372314
0.4220428467;-0.1682739258;-1.1839294434
0.2238311768;-0.0386199951;-1.2916412354
0.0302886963;-0.4134979248;-1.1634521484
-0.0481719971;-0.1971740723;-1.2006225586
0.0416564941;0.2611694336;-1.0841217041
0.4721679688;-0.1414642334;-0.7986450195
0.3117370605;-0.1715393066;-0.7155761719
0.1960144043;-0.1042633057;-1.2032012939
0.2812957764;-0.0421142578;-1.3044281006
0.3878021240;-0.2994689941;-1.3827972412
0.3717956543;0.1869506836;-1.3435363770
0.2986297607;0.1159210205;-0.9037170410
0.1623535156;-0.1150970459;-1.0914306641
-0.3265228271;0.2651519775;-1.1900787354
-0.3595581055;-0.0678710938;-1.3035888672
0.3293762207;0.2508850098;-0.6069335938
0.6145172119;-0.3532867432;-0.8981323242
0.5512084961;-0.1340942383;-1.0795898438
0.3885192871;-0.2665405273;-1.5823669434
-0.0388488770;-0.4626007080;-1.3047637939
-0.1459655762;0.0116424561;-1.2563934326
-0.0466156006;0.1953582764;-0.9735565186
0.3242492676;0.1725921631;-0.6060943604
0.2891082764;-0.0239410400;-0.5354309082
0.2976684570;-0.1144409180;-0.8430786133
0.2876129150;-0.2800598145;-1.1432647705
-0.1193389893;-0.1435852051;-1.1596832275
-0.1717071533;0.1586456299;-1.3078918457
0.3494415283;0.0383605957;-0.8125000000
0.1831512451;0.2477874756;-0.7490844727
0.2002868652;0.3110809326;-0.7585449219
0.4418792725;0.0523986816;-0.7055358887
0.0506896973;-0.3195648193;-0.8148193359
-0.0786743164;-0.2098999023;-1.1023101807
-0.1159515381;-0.0094604492;-1.1327514648
0.2753753662;0.0031890869;-0.9012603760
0.4765167236;0.2207336426;-0.5439453125
0.4060211182;0.0626983643;-0.9907073975
0.1094512939;-0.2933654785;-1.1254272461
-0.1530914307;-0.1144256592;-1.1000671387
-0.1347961426;0.1445770264;-0.8130340576
0.2106323242;-0.2372283936;-0.5496368408
0.2963104248;-0.0976867676;-0.9110870361
0.1603851318;0.1406250000;-0.9582214355
