# # # # # # # # # # # # # # # # # # # # # # # #
Дополнительно
# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer, Axis: XYZ, Size: 4096, Y-axis: g, Sampling rate: 99.418 Hz, FFT Size: 64, Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer
Axis: XYZ
Size: 4096
Y-axis: g
Sampling rate: 99.418 Hz
FFT Size: 64
Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #
X;Y;Z
0.1407775879;-0.1014099121;-0.8987121582
0.1997985840;0.0421447754;-1.0322875977
0.0718231201;-0.1203308105;-1.0130920410
0.1372680664;-0.0550231934;-1.0781402588
0.0551910400;-0.0633087158;-0.9683227539
0.2167358398;0.1345672607;-0.9226226807
0.1016082764;-0.0240936279;-0.8433532715
0.1524353027;-0.0194702148;-1.0309906006
0.0082702637;-0.0352325439;-0.9692382812
0.1080932617;0.0513153076;-0.9346923828
0.0605773926;-0.0556945801;-0.8758392334
0.1432800293;0.0035095215;-0.9957427979
0.0567169189;-0.0706634521;-0.9359130859
0.1312713623;0.1386871338;-0.9751281738
0.0893096924;-0.1393585205;-0.8700103760
0.0985717773;0.0916900635;-0.9925994873
-0.0137329102;-0.1359100342;-0.9413452148
0.1072540283;0.0790557861;-1.0171813965
0.0023498535;-0.1153717041;-0.8950500488
0.1325073242;0.0782318115;-1.0073547363
0.0560455322;-0.1335144043;-0.9806060791
0.0797576904;0.0092010498;-1.0942535400
-0.0054168701;-0.1531829834;-0.9883728027
0.1310882568;0.0072326660;-1.0578002930
0.0243072510;-0.0947723389;-0.9140930176
0.1059570312;-0.0275115967;-1.0102844238
0.0300598145;-0.0936584473;-0.9668579102
0.1006622314;-0.0561370850;-1.0091705322
0.0514984131;-0.1197662354;-1.0154571533
0.1166839600;0.0152893066;-1.0757904053
0.1089324951;-0.1264190674;-0.9427032471
0.0933837891;0.0264434814;-1.0151367188
0.0573425293;-0.0848693848;-0.9814453125
0.1750335693;0.0494537354;-0.9794921875
0.1338806152;-0.0865325928;-0.9061126709
0.1295318604;-0.0502014160;-1.0357818604
0.1448516846;-0.0724792480;-1.0572967529
0.1428222656;-0.0283050537;-1.0102844238
0.1101379395;-0.0648803711;-0.9505004883
0.1112213135;-0.0109405518;-1.0402679443
0.1045074463;-0.0694427490;-0.9738006592
0.1295623779;-0.0213470459;-0.9701690674
0.1259460449;-0.0251922607;-0.9381561279
0.0999755859;-0.0362243652;-1.0396881104
0.1147308350;-0.0901184082;-1.0660400391
0.0592346191;-0.0947570801;-0.9787902832
0.1010589600;0.0215606689;-0.9007415771
0.0356903076;-0.1393127441;-0.9444427490
0.0659179688;-0.0002746582;-0.9588775635
0.0489959717;-0.0318298340;-0.8974914551
0.1172332764;-0.0055389404;-0.9262237549
0.0647583008;-0.1219940186;-0.9981231689
0.1190795898;-0.0179748535;-1.0310211182
0.0143737793;-0.1021728516;-0.9331817627
0.1133728027;0.0064239502;-0.9511871338
0.0538940430;-0.0747985840;-0.9061889648
0.1369323730;-0.0518798828;-0.9749298096
0.0512695312;-0.1180725098;-0.9700164795
0.1464233398;-0.0591125488;-1.0299072266
0.0401458740;-0.1359100342;-0.9142608643
0.0991668701;0.0236358643;-1.0446624756
0.0736236572;-0.1370086670;-0.9613342285
0.1363220215;-0.0186309814;-1.0066070557
0.1024322510;-0.0665740967;-0.9096221924
0.1237487793;0.0719146729;-0.9755249023
0.0776519775;-0.1219024658;-0.9349975586
0.1286010742;0.0268859863;-1.0391082764
0.0881652832;-0.0823974609;-0.9386596680
0.1723785400;0.0367279053;-0.9933929443
0.1078033447;-0.0813751221;-0.9696044922
0.1417083740;0.0202941895;-1.0252380371
0.1053771973;-0.0181579590;-0.9734954834
0.2178649902;0.0285949707;-1.0344543457
0.1189575195;-0.0392456055;-0.9779510498
0.1608428955;-0.0113983154;-1.0363769531
0.1042480469;-0.0568695068;-1.0154724121
0.1547088623;0.0074615479;-1.0419158936
0.1190643311;-0.0329895020;-0.9841156006
0.1519775391;0.0399932861;-1.0611419678
0.1315917969;-0.0575103760;-1.0239105225
0.1275024414;0.0234985352;-1.0804290771
0.0965118408;-0.0483093262;-1.0378417969
0.1409301758;-0.0199890137;-1.1030578613
0.1001586914;-0.0335998535;-1.0084075928
0.1107025146;0.0184631348;-1.0076751709
0.1297149658;0.0422668457;-0.9993133545
0.0556030273;-0.0045471191;-1.0205078125
0.0387725830;0.1113891602;-0.9261627197
0.0124359131;0.0074157715;-0.8930664062
0.0779113770;0.0444641113;-1.0021362305
0.1208648682;-0.0424041748;-1.1140441895
0.2075805664;0.1401672363;-1.0985565186
0.1209259033;-0.0408630371;-0.9722595215
0.0777740479;0.0477294922;-1.0071258545
-0.0772857666;-0.0689392090;-0.8669586182
0.0401153564;-0.0575866699;-0.9314727783
0.0545043945;-0.1074523926;-1.0235137939
0.2861938477;-0.0032196045;-1.2386779785
0.2111358643;-0.0751342773;-1.0766754150
0.1850891113;0.0410614014;-1.0791168213
0.0688934326;-0.1894531250;-1.1293792725
